rfc_id,discussion_title,discussion_result_comment_id,discussion_input_comment,project
1640,Requests for comment/Unblock BukhariSaeed on English Wikipedia,84741,84741,meta.wikimedia
1641,Requests for comment/Sysop abuse in Azerbaijani Wikipedia,84754,84754,meta.wikimedia
1642,Requests for comment/Grant editcontentmodel right to interface editor,84768,84768,meta.wikimedia
1643,Requests for comment/Global ban for 2018년,84775,84775,meta.wikimedia
1644,Requests for comment/Global bans and individual project autonomy,84781,84781,meta.wikimedia
1645,Requests for comment/Chinese Wikipedia Administrators and Bureaucrats massive abuse,84795,84795,meta.wikimedia
1646,Requests for comment/Chinese Wikipedia Administrators and Bureaucrats massive abuse/While we are talking User:AT is still doing it,84820,84820,meta.wikimedia
1647,Requests for comment/Global lock of Simon 1996,84823,84823,meta.wikimedia
1648,Requests for comment/A new global lock reason,84868,84868,meta.wikimedia
1649,Requests for comment/Racism at Azerbaijani Wikipedia,84874,84874,meta.wikimedia
1650,Requests for comment/Persian wikipedia: censorship over political userboxes,84883,84883,meta.wikimedia
1651,Requests for comment/Global ban for Til Eulenspiegel,84898,84898,meta.wikimedia
1652,Requests for comment/Rename nah.wikipedia to nci.wikipedia,85121,85121,meta.wikimedia
1653,Requests for comment/Global ban for Meister und Margarita,85173,85173,meta.wikimedia
1654,Requests for comment/Include interface administrators for AAR,85352,85352,meta.wikimedia
1655,Requests for comment/Default import sources,85396,85396,meta.wikimedia
1656,Requests for comment/Interlinking of accounts involved with paid editing to decrease impersonation/eo,85406,85406,meta.wikimedia
1657,Requests for comment/Global ban for LocoWiki,85407,85407,meta.wikimedia
1658,Requests for comment/Do something about svwiki,85420,85420,meta.wikimedia
1659,Requests for comment/Global ban for Eric abiog,85463,85463,meta.wikimedia
1660,Requests for comment/Allow all users to use 2FA,85567,85567,meta.wikimedia
1661,Requests for comment/Global ban of James Salsman,85569,85569,meta.wikimedia
1662,Requests for comment/Revoke A's global renamer permission,85657,85657,meta.wikimedia
1663,Requests for comment/Safe operation in Vietnamese Wikipedia may be in danger,85695,85695,meta.wikimedia
1664,Requests for comment/The Hebrew Wikipedia block policy,85708,85708,meta.wikimedia
1665,Requests for comment/Conflict in Russian Wikibooks,85717,85717,meta.wikimedia
1666,Requests for comment/Ongoing issues at Chinese Wikipedia - Resorting to legal threats and the personal safety of HongKong Wikipedians,85728,85728,meta.wikimedia
1667,Requests for comment/Wikimedia Enterprise/en,85738,85738,meta.wikimedia
1668,Requests for comment/Wikimedia Enterprise/fr,85797,85797,meta.wikimedia
1669,Requests for comment/Wikimedia Enterprise/ar,85856,85856,meta.wikimedia
1670,Requests for comment/No username when titling any RFC,85915,85915,meta.wikimedia
1671,Requests for comment/Arabic Wikipedia admins violate policies,85950,85950,meta.wikimedia
1672,Requests for comment/Global ban for Musée Annam,85952,85952,meta.wikimedia
1673,Requests for comment/A bureaucrat which supports a troll in the Hebrew Wikipedia,86070,86070,meta.wikimedia
1674,Requests for comment/Global ban for Niveles and socks,86071,86071,meta.wikimedia
1675,Requests for comment/Wikimedia Enterprise/ko,86116,86116,meta.wikimedia
1676,Requests for comment/Improve WMF collaboration with social media sites,86175,86175,meta.wikimedia
1677,Requests for comment/Revoking Metaverse's global rename permission,86181,86181,meta.wikimedia
1678,Requests for comment/Removal of advanced rights,86209,86209,meta.wikimedia
1679,Requests for comment/IP-Info for global groups,86236,86236,meta.wikimedia
1680,Requests for comment/Global ban for Александр Мотин 2,86252,86252,meta.wikimedia
1681,Requests for comment/Global ban for Trieu Thuan Son,86520,86520,meta.wikimedia
1682,Requests for comment/Global ban for PlanespotterA320 (2),86526,86526,meta.wikimedia
1683,Requests for comment/Board Election 2006,86715,86715,meta.wikimedia
1684,Requests for comment/Netoholic on Simple English Wikipedia,86784,86784,meta.wikimedia
1685,Requests for comment/Request to Stewards,86803,86803,meta.wikimedia
1686,Requests for comment/Board Election 2007,86821,86821,meta.wikimedia
1687,Requests for comment/EDP on Afrikaans Wikipedia,86869,86869,meta.wikimedia
1688,Requests for comment/Ramir on Russian Wikibooks,86870,86870,meta.wikimedia
1689,Requests for comment/الباحث@ar Wikipedia rights removal,86893,86893,meta.wikimedia
1690,Requests for comment/-jkb-,86921,86921,meta.wikimedia
1691,Requests for comment/Usernames and SUL,86959,86959,meta.wikimedia
1692,Requests for comment/Riadismet sysop flag on Arabic wp,86967,86967,meta.wikimedia
1693,Requests for comment/Personal attacks on cs,86973,86973,meta.wikimedia
1694,Requests for comment/Problems on ko.wikisource,86996,86996,meta.wikimedia
1695,Requests for comment/Bots on Chechen wikipedia,87007,87007,meta.wikimedia
1696,Requests for comment/Save the Siberian Wikipedia,87019,87019,meta.wikimedia
1697,Requests for comment/Zazaki wikipedia,87022,87022,meta.wikimedia
1698,Requests for comment/Dutch Wikipedia - unblock request,87034,87034,meta.wikimedia
1699,Requests for comment/Poetlister and Cato,87077,87077,meta.wikimedia
1700,Requests for comment/Sysop abuse on Greek Wikipedia,87086,87086,meta.wikimedia
1701,Requests for comment/The meatpuppeting attack to the LMO wikipedia - Corrective actions requested,87139,87139,meta.wikimedia
1702,Requests for comment/Shizhao's use of steward privileges,87142,87142,meta.wikimedia
1703,Requests for comment/Canopus Kilya Blocking,87149,87149,meta.wikimedia
1704,Requests for comment/Croatian Wikipedia - User:Dalibor Bosits case,87226,87226,meta.wikimedia
1705,Requests for comment/Sysop abuse on Zazaki Wikipedia,87240,87240,meta.wikimedia
1706,Requests for comment/Wikispecies - Use of venacular names,87245,87245,meta.wikimedia
1707,Requests for comment/Intrusion into private affairs by ru.wikipedia.org checkusers,87255,87255,meta.wikimedia
1708,Requests for comment/Mass deletion request on Haitian Wikipedia,87283,87283,meta.wikimedia
1709,Requests for comment/Sysop has disclosed my personal information on diq.wikipedia,87290,87290,meta.wikimedia
1710,Requests for comment/Alsandro on ka wikipedia,87298,87298,meta.wikimedia
1711,Requests for comment/User:Mer du Japon,87302,87302,meta.wikimedia
1712,Requests for comment/Administrative abuse by User:SergeyJ,87326,87326,meta.wikimedia
1713,Requests for comment/Minimum voting requirements,87341,87341,meta.wikimedia
1714,Requests for comment/Croatian Wikipedia-misuse of admin tools by User:Kubura,87445,87445,meta.wikimedia
1715,"Requests for comment/""What adminship is not"" does not work in the Portuguese Wiktionary",87586,87586,meta.wikimedia
1716,Requests for comment/Remove Founder flag,87594,87594,meta.wikimedia
1717,Requests for comment/Shut down Wikiversity,88259,88259,meta.wikimedia
1718,Requests for comment/Improve Wikiversity,88361,88361,meta.wikimedia
1719,Requests for comment/Restore Founder flag,88370,88370,meta.wikimedia
1720,Requests for comment/Ban User:PauloHelene globally,88416,88416,meta.wikimedia
1721,Requests for comment/Locally indef-blocked global sysops,88433,88433,meta.wikimedia
1722,Requests for comment/Lithuanian Wikipedia and Wikibooks,88462,88462,meta.wikimedia
1723,Requests for comment/Violation of local policy by Ukrainian arbitration committee,88464,88464,meta.wikimedia
1724,Requests for comment/Global arbitration and dispute resolution,88465,88465,meta.wikimedia
1725,Requests for comment/No Israel,88479,88479,meta.wikimedia
1726,Requests for comment/Public or non-public personal information,88486,88486,meta.wikimedia
1727,Requests for comment/remove User:아흔 's permission at korean wiki,88497,88497,meta.wikimedia
1728,Requests for comment/Global banners,88499,88499,meta.wikimedia
1729,Requests for comment/Russian Wikiversity Deletions,88622,88622,meta.wikimedia
1730,Requests for comment/Username locks,88777,88777,meta.wikimedia
1731,Requests for comment/fi.wikipedia and community action missing in problem solving,88780,88780,meta.wikimedia
1732,Requests for comment/Global requests committee,88845,88845,meta.wikimedia
1733,Requests for comment/Thekohser - user talk access,88879,88879,meta.wikimedia
1734,Requests for comment/User:Ottava Rima,88906,88906,meta.wikimedia
1735,Requests for comment/Rights and closed wikis,89020,89020,meta.wikimedia
1736,"Requests for comment/""Simpsons Roasting on an Open Fire"" on Hebrew Wikipedia",89037,89037,meta.wikimedia
1737,"Requests for comment/""Anais"" article with abusive content in Azerbaijani Wikipedia",89045,89045,meta.wikimedia
1738,Requests for comment/Armenian Wikipedia tolerance,89050,89050,meta.wikimedia
1739,Requests for comment/Wikisource administration problems,89085,89085,meta.wikimedia
1740,Requests for comment/User:Cekli829,89146,89146,meta.wikimedia
1741,Requests for comment/sr.wiki,89153,89153,meta.wikimedia
1742,Requests for comment/Blocking for Anecdote,89197,89197,meta.wikimedia
1743,Requests for comment/ПешСай@mhr.wikipedia,89201,89201,meta.wikimedia
1744,Requests for comment/Vibhijain and Mayur,89240,89240,meta.wikimedia
1745,Requests for comment/Abigor,89279,89279,meta.wikimedia
1746,Requests for comment/Global ban for Poetlister,89334,89334,meta.wikimedia
1747,Requests for comment/Global lock for severe continuous cross wiki damage done by sockpuppet abuse,89413,89413,meta.wikimedia
1748,Requests for comment/recheck User Brox and Tik-Kon in WP LT,89424,89424,meta.wikimedia
1749,Requests for comment/Rename of Kurdish Wikipedia,89426,89426,meta.wikimedia
1750,Requests for comment/Stewards' question: How to make your Wikimedian life easier?,89545,89545,meta.wikimedia
1751,Requests for comment/Abuse on Zazaki Wikipedia,89627,89627,meta.wikimedia
1752,Requests for comment/Wikimedia Commons interwiki prefix,89634,89634,meta.wikimedia
1753,Requests for comment/User:Sortilegus@az.wikipedia,89946,89946,meta.wikimedia
1754,Requests for comment/User:Fry1989,89957,89957,meta.wikimedia
1755,Requests for comment/Censorship of dissent to Italian Wikipedia's lockout,89976,89976,meta.wikimedia
1756,Requests for comment/Enable Narayam on Meta Wiki,89979,89979,meta.wikimedia
1757,Requests for comment/Sysop abuse:Mirzali,89983,89983,meta.wikimedia
1758,"Requests for comment/Sindhi Wikipedia, a house of problems",89994,89994,meta.wikimedia
1759,Requests for comment/Meta-wiki requests for comment on users,90005,90005,meta.wikimedia
1760,Requests for comment/Meta-wiki requests for comment on users/it,90138,90138,meta.wikimedia
1761,Requests for comment/Limited global rights editing for global sysadmin members,90145,90145,meta.wikimedia
1762,Requests for comment/Userrights on Hindi Wikipedia,90149,90149,meta.wikimedia
1763,"Requests for comment/Ukrainian Wiki - Racism, Dictatorial burecrats, Historical Revisionism and POV",90217,90217,meta.wikimedia
1764,Requests for comment/Tatar Wikipedia - Unnecessary tip for anonymous users,90219,90219,meta.wikimedia
1765,Requests for comment/Global bans,90225,90225,meta.wikimedia
1766,Requests for comment/Disable local uploads on smaller wikis,90518,90518,meta.wikimedia
1767,Requests for comment/Allowing stewards to rename users on all wikis,90721,90721,meta.wikimedia
1768,Requests for comment/Spanish Wikisource needs help,90735,90735,meta.wikimedia
1769,Requests for comment/Internet Defense League,90739,90739,meta.wikimedia
1770,Requests for comment/Travel Guide,90821,90821,meta.wikimedia
1771,Requests for comment/Sysop abuse on the Turkish Wikipedia,91576,91576,meta.wikimedia
1772,Requests for comment/Wiki mobbing on de.wikipedia,92082,92082,meta.wikimedia
1773,Requests for comment/Approval of the rewritten Meta-Steward relationship document as policy,92154,92154,meta.wikimedia
1774,Requests for comment/Transwiki on zh wikimedia,92182,92182,meta.wikimedia
1775,Request for comment/Legal Fees Assistance Program,92191,92191,meta.wikimedia
1776,Request for comment/Legal Fees Assistance Program/en,92192,92192,meta.wikimedia
1777,Request for comment/Legal Fees Assistance Program/de,92193,92193,meta.wikimedia
1778,Request for comment/Legal Fees Assistance Program/es,92194,92194,meta.wikimedia
1779,Request for comment/Legal Fees Assistance Program/fr,92195,92195,meta.wikimedia
1780,Request for comment/Legal Fees Assistance Program/it,92196,92196,meta.wikimedia
1781,Request for comment/Legal Fees Assistance Program/ja,92197,92197,meta.wikimedia
1782,Request for comment/Legal Fees Assistance Program/ru,92198,92198,meta.wikimedia
1783,Request for comment/Legal Fees Assistance Program/tr,92199,92199,meta.wikimedia
1784,Request for comment/Legal Fees Assistance Program/ar,92200,92200,meta.wikimedia
1785,Request for comment/Legal Fees Assistance Program/cs,92201,92201,meta.wikimedia
1786,Requests for comment/Sysop abuse on the Zazaki Wikipedia,92202,92202,meta.wikimedia
1787,Requests for comment/Unblock request on bs.wiki,92235,92235,meta.wikimedia
1788,Requests for comment/Global usurpation policy,92248,92248,meta.wikimedia
1789,Requests for comment/Cultic emphasis on classical latin at latin wikipedia,92254,92254,meta.wikimedia
1790,"Requests for comment/Harassement, intimidation and WP's rules infringements and abuse by French WP's administrator JPS68 and others",92260,92260,meta.wikimedia
1791,Requests for comment/Wikidata rollout and interwiki bots,92272,92272,meta.wikimedia
1792,Requests for comment/Activity levels of advanced administrative rights holders,92316,92316,meta.wikimedia
1793,Requests for comment/Interproject links interface,92666,92666,meta.wikimedia
1794,Requests for comment/Stewards ignore - Don't override consensus,92672,92672,meta.wikimedia
1795,Talk:Trademark practices discussion,92677,92677,meta.wikimedia
1796,Requests for comment/Protection of Users in the Wikis against Abuses and Mobbing,92799,92799,meta.wikimedia
1797,Requests for comment/X!'s Edit Counter,92800,92800,meta.wikimedia
1798,Requests for comment/Sysop (Fastily) abuse on Commons,93304,93304,meta.wikimedia
1799,Requests for comment/Petition of HTTPS default,93307,93307,meta.wikimedia
1800,Requests for comment/Global ban for Ottava Rima,93308,93308,meta.wikimedia
1801,Talk:Requests for comment/2013 issues on Croatian Wikipedia/Evidence,93390,93390,meta.wikimedia
1802,Requests for comment/2013 issues on Croatian Wikipedia/Evidence/Conduct,93420,93420,meta.wikimedia
1803,Requests for comment/2013 issues on Croatian Wikipedia/Evidence/Content,93765,93765,meta.wikimedia
1804,Requests for comment/Creation of a Global Wikimedia Commons,94009,94009,meta.wikimedia
1805,Requests for comment/Global Interface editors group policy,94078,94078,meta.wikimedia
1806,Requests for comment/Cross-wiki discrimination,94115,94115,meta.wikimedia
1807,Requests for comment/Language proposal policy,94123,94123,meta.wikimedia
1808,Requests for comment/Global sysops on Fiji Hindi Wikipedia,94126,94126,meta.wikimedia
1809,Requests for comment/How to deal with open datasets,94137,94137,meta.wikimedia
1810,Requests for comment/Scores for Wikisource,94138,94138,meta.wikimedia
1811,Requests for comment/Wiki Loves X,94146,94146,meta.wikimedia
1812,Requests for comment/Distinguishing Wikimedia Foundation staff accounts for official actions and personal use,94153,94153,meta.wikimedia
1813,Requests for comment/Mission(s) policy,94216,94216,meta.wikimedia
1814,Requests for comment/Superprotect rights,94222,94222,meta.wikimedia
1815,Requests for comment/Creation of a global OTRS-permissions user group,94523,94523,meta.wikimedia
1816,Requests for comment/Privacy violation by TBloemink and JurgenNL,94617,94617,meta.wikimedia
1817,Requests for comment/redundant-nudity-controversy,94646,94646,meta.wikimedia
1818,Requests for comment/Inactive Global bot accounts,94656,94656,meta.wikimedia
1819,Requests for comment/Wikipedians and the CC-BY-SA license,94677,94677,meta.wikimedia
1820,Requests for comment/Global AbuseFilter,94695,94695,meta.wikimedia
1821,Requests for comment/Required attributions of OpenStreetMap missing in slippy maps of French Wikipedia,94735,94735,meta.wikimedia
1822,Requests for comment/Censorship in Kazakh Wikipedia,94743,94743,meta.wikimedia
1823,Requests for comment/Removal of permanent access of admins in small wikis,94757,94757,meta.wikimedia
1824,Requests for comment/Closure of old RFCs,94776,94776,meta.wikimedia
1825,Requests for comment/Possible Homophobia on Pashto Wikipedia,94791,94791,meta.wikimedia
1826,Requests for comment/Retrofitting hanja to Korean wikis as footnotes,94877,94877,meta.wikimedia
1827,Requests for comment/Removal of bureaucrats in small wikis,94883,94883,meta.wikimedia
1828,Requests for comment/Confirmation of stewards,94946,94946,meta.wikimedia
1829,Requests for comment/Confirmation of stewards/id,94948,94948,meta.wikimedia
1830,Requests for comment/Confirmation of stewards/en,94950,94950,meta.wikimedia
1831,Requests for comment/Confirmation of stewards/it,94952,94952,meta.wikimedia
1832,Requests for comment/Confirmation of stewards/hi,94954,94954,meta.wikimedia
1833,Requests for comment/Confirmation of stewards/ja,94956,94956,meta.wikimedia
1834,Requests for comment/Confirmation of stewards/es,94958,94958,meta.wikimedia
1835,Requests for comment/Confirmation of stewards/de,94960,94960,meta.wikimedia
1836,Requests for comment/Confirmation of stewards/cs,94962,94962,meta.wikimedia
1837,Requests for comment/Confirmation of stewards/fr,94964,94964,meta.wikimedia
1838,Requests for comment/Confirmation of stewards/uk,94966,94966,meta.wikimedia
1839,Requests for comment/Confirmation of stewards/su,94968,94968,meta.wikimedia
1840,Requests for comment/Confirmation of stewards/ru,94970,94970,meta.wikimedia
1841,Requests for comment/Support collaboration on Pashto Wikipedia,94972,94972,meta.wikimedia
1842,Requests for comment/Sysop (Diego Grez) abuse on Scots Wikipedia,94975,94975,meta.wikimedia
1843,Requests for comment/Administrator's abuse of authority by Lilitik22 in Armenian WP,94979,94979,meta.wikimedia
1844,Requests for comment/cs.wikisource admins,95006,95006,meta.wikimedia
1845,Requests for comment/Confirmation of stewards/zh,95042,95042,meta.wikimedia
1846,Requests for comment/Global block for Orange ranges (2015),95044,95044,meta.wikimedia
1847,Requests for comment/Global ban for Tobias Conradi,95054,95054,meta.wikimedia
1848,"Requests for comment/Is their a failuer of wikimedia movement and wikipedia culture to take native american cultures and people in confidance? if so, then why ?",95152,95152,meta.wikimedia
1849,Requests for comment/Removal of bureaucrat access from small wikis,95157,95157,meta.wikimedia
1850,Requests for comment/Password policy for users with certain advanced permissions,95172,95172,meta.wikimedia
1851,Requests for comment/Password policy for users with certain advanced permissions/de,95174,95174,meta.wikimedia
1852,Requests for comment/Password policy for users with certain advanced permissions/es,95176,95176,meta.wikimedia
1853,Requests for comment/Password policy for users with certain advanced permissions/en,95178,95178,meta.wikimedia
1854,Requests for comment/Password policy for users with certain advanced permissions/pt-br,95180,95180,meta.wikimedia
1855,Requests for comment/Password policy for users with certain advanced permissions/fr,95181,95181,meta.wikimedia
1856,Requests for comment/Password policy for users with certain advanced permissions/ja,95183,95183,meta.wikimedia
1857,Requests for comment/Password policy for users with certain advanced permissions/hi,95185,95185,meta.wikimedia
1858,Requests for comment/Password policy for users with certain advanced permissions/vi,95187,95187,meta.wikimedia
1859,Requests for comment/Password policy for users with certain advanced permissions/uk,95188,95188,meta.wikimedia
1860,Requests for comment/Password policy for users with certain advanced permissions/fi,95189,95189,meta.wikimedia
1861,Requests for comment/Password policy for users with certain advanced permissions/it,95191,95191,meta.wikimedia
1862,Requests for comment/Global ban request for Messina,95193,95193,meta.wikimedia
1863,Requests for comment/Confirmation of stewards/he,95429,95429,meta.wikimedia
1864,Requests for comment/Password policy for users with certain advanced permissions/he,95431,95431,meta.wikimedia
1865,Requests for comment/Password policy for users with certain advanced permissions/ne,95433,95433,meta.wikimedia
1866,Requests for comment/Block request for BAICAN XXX at ro.wikinews,95435,95435,meta.wikimedia
1867,Requests for comment/Password policy for users with certain advanced permissions/el,95465,95465,meta.wikimedia
1868,Requests for comment/Inactive Global rollback users,95467,95467,meta.wikimedia
1869,Requests for comment/Heading formatting,95493,95493,meta.wikimedia
1870,Requests for comment/Aguzer block on the Turkish Wikipedia,95509,95509,meta.wikimedia
1871,Requests for comment/Fair Use on Commons,95511,95511,meta.wikimedia
1872,Requests for comment/Indefinite block the user:6AND5 in the armenian Wikipedia,95576,95576,meta.wikimedia
1873,Requests for comment/Unfair blocks in local projects,95584,95584,meta.wikimedia
1874,Requests for comment/Change of new project process,95595,95595,meta.wikimedia
1875,Requests for comment/Sysop abuse on Russian Wikipedia 2,95620,95620,meta.wikimedia
1876,Requests for comment/Global ban for WayneRay,95626,95626,meta.wikimedia
1877,Requests for comment/Global ban for Reguyla,95682,95682,meta.wikimedia
1878,Requests for comment/Set SourceEditor as a default Editor on small wiki,95688,95688,meta.wikimedia
1879,Requests for comment/Unblock range on English Wikipedia,95692,95692,meta.wikimedia
1880,Requests for comment/Sysop (Xoser) inactive on the Zazaki Wikipedia,95694,95694,meta.wikimedia
1881,Requests for comment/Globally blocked user active on iawiki,95697,95697,meta.wikimedia
1882,Requests for comment/Designated space for editors to give and seek advice about topic bans and other sanctions,95713,95713,meta.wikimedia
1883,Requests for comment/Global ban for Rolodata,95808,95808,meta.wikimedia
1884,Requests for comment/Local group of abusefilter helpers,95810,95810,meta.wikimedia
1885,Requests for comment/Switch default category collation to UCA collation with numeric sorting,95833,95833,meta.wikimedia
1886,Requests for comment/Global ban for user Marrovi,95839,95839,meta.wikimedia
1887,Requests for comment/Administrator abuse on the Vietnamese Wikipedia,95904,95904,meta.wikimedia
1888,Requests for comment/Move the WMF and Servers to Iceland,95905,95905,meta.wikimedia
1889,Requests for comment/Global username policy,95922,95922,meta.wikimedia
1890,Requests for comment/Swedish Wikipedia blocking policy violation and Administrator abuse,95939,95939,meta.wikimedia
1891,Request for comment/Displaying LTR citations on RTL wikis,95973,95973,meta.wikimedia
1892,Request for comment/Displaying LTR citations on RTL wikis/en,95982,95982,meta.wikimedia
1893,Request for comment/Displaying LTR citations on RTL wikis/fa,95992,95992,meta.wikimedia
1894,Request for comment/Displaying LTR citations on RTL wikis/he,96001,96001,meta.wikimedia
1895,Requests for comment/Checkuser abuse on the Spanish Wikipedia,96011,96011,meta.wikimedia
1896,Request for comment/Displaying LTR citations on RTL wikis/ar,96019,96019,meta.wikimedia
1897,Requests for comment/Bureaucrat voting survey,96029,96029,meta.wikimedia
1898,Requests for comment/Preclude Cekli829 from running in some future steward elections,96086,96086,meta.wikimedia
1899,Requests for comment/Global ban for Xpanettaa,96103,96103,meta.wikimedia
1900,Requests for comment/Global ban for Yahadzija,96121,96121,meta.wikimedia
1901,Requests for comment/Breaking of rules by the Sysop on Hindi Wikipedia,96147,96147,meta.wikimedia
1902,Requests for comment/Global centralnotice for the blockade of the Turkish government,96152,96152,meta.wikimedia
1903,Requests for comment/Brainstorming of ideas to improve the global rename tools,96220,96220,meta.wikimedia
1904,Requests for comment/Global ban request for Eeeeeewtw,96272,96272,meta.wikimedia
1905,Requests for comment/Global translation administrators,96276,96276,meta.wikimedia
1906,Requests for comment/The incitement of hatred in Russian Wikipedia towards Falun Gong,96296,96296,meta.wikimedia
1907,Requests for comment/Clarification to CU policy,96302,96302,meta.wikimedia
1908,Requests for comment/Global ban for PokestarFan,96378,96378,meta.wikimedia
1909,Requests for comment/Improvement of global ban policy,96395,96395,meta.wikimedia
1910,Requests for comment/Compliance with web standards and recommendations,96455,96455,meta.wikimedia
1911,Requests for comment/Interlinking of accounts involved with paid editing to decrease impersonation,96458,96458,meta.wikimedia
1912,Requests for comment/Interlinking of accounts involved with paid editing to decrease impersonation/en,96459,96459,meta.wikimedia
1913,Requests for comment/Copyright violations and no reason block by sysop on Azwiki,96460,96460,meta.wikimedia
1914,Requests for comment/Interlinking of accounts involved with paid editing to decrease impersonation/ru,96483,96483,meta.wikimedia
1915,Requests for comment/Interlinking of accounts involved with paid editing to decrease impersonation/es,96484,96484,meta.wikimedia
1916,Requests for comment/Interlinking of accounts involved with paid editing to decrease impersonation/ja,96485,96485,meta.wikimedia
1917,Requests for comment/Global ban of INeverCry,96486,96486,meta.wikimedia
1918,Requests for comment/Ongoing issues at Chinese Wikipedia/Previous discussion,96575,96575,meta.wikimedia
1919,Requests for comment/Ongoing issues at Chinese Wikipedia,96624,96624,meta.wikimedia
1920,Requests for comment/Admin abuses at Vietnamese Wikipedia,96648,96648,meta.wikimedia
1921,Requests for comment/Admin ruin important topic in Vietnamese Wikipedia,96649,96649,meta.wikimedia
1922,Requests for comment/Global ban of INeverCry 2,96650,96650,meta.wikimedia
1923,Requests for comment/Domain parking,96843,96843,meta.wikimedia
1924,Requests for comment/Right changes for global OTRS members by OTRS admins,96850,96850,meta.wikimedia
1925,Requests for comment/Administrator access (Keete 37),96870,96870,meta.wikimedia
1926,Requests for comment/Unblock BukhariSaeed on English Wikipedia,96873,96873,meta.wikimedia
1927,Requests for comment/Global ban for Avoided,96886,96886,meta.wikimedia
1928,Requests for comment/Sysop abuse in Azerbaijani Wikipedia,97026,97026,meta.wikimedia
1929,Requests for comment/Abusive user on Chinese Wikiquote,97040,97040,meta.wikimedia
1930,Requests for comment/Grant editcontentmodel right to interface editor,97051,97051,meta.wikimedia
1931,Meta:Requests for comment/Add a link on the sidebar navigation to the Wikimedia Resource Center,97058,97058,meta.wikimedia
1932,Requests for comment/Global ban for 2018년,97073,97073,meta.wikimedia
1933,Requests for comment/Use the Wikipedia brand for all projects,97079,97079,meta.wikimedia
1934,Requests for comment/Global bans and individual project autonomy,97084,97084,meta.wikimedia
1935,Requests for comment/Unblock for user Zoranzoki21 on srwiki,97098,97098,meta.wikimedia
1936,Requests for comment/Chinese Wikipedia Administrators and Bureaucrats massive abuse,97103,97103,meta.wikimedia
1937,Requests for comment/Chinese Wikipedia Administrators and Bureaucrats massive abuse/my proposal,97128,97128,meta.wikimedia
1938,Requests for comment/Chinese Wikipedia Administrators and Bureaucrats massive abuse/While we are talking User:AT is still doing it,97133,97133,meta.wikimedia
1939,Requests for comment/Chinese Wikipedia Administrators and Bureaucrats massive abuse/We need your help,97136,97136,meta.wikimedia
1940,Requests for comment/Global lock of Simon 1996,97147,97147,meta.wikimedia
1941,Requests for comment/Creating abusefilter-manager global group,97192,97192,meta.wikimedia
1942,Requests for comment/A new global lock reason,97257,97257,meta.wikimedia
1943,"Requests for comment/""From Wikipedia, the free encyclopedia"" incompletely translated into Indonesian",97263,97263,meta.wikimedia
1944,Requests for comment/Racism at Azerbaijani Wikipedia,97267,97267,meta.wikimedia
1945,Requests for comment/Do something about azwiki,97276,97276,meta.wikimedia
1946,Requests for comment/Persian wikipedia: censorship over political userboxes,97732,97732,meta.wikimedia
1947,Requests for comment/Global lock for Fauzty,97747,97747,meta.wikimedia
1948,Requests for comment/Global ban for Til Eulenspiegel,97755,97755,meta.wikimedia
1949,Requests for comment/Global ban of Hasive,97978,97978,meta.wikimedia
1950,Requests for comment/Rename nah.wikipedia to nci.wikipedia,97990,97990,meta.wikimedia
1951,Requests for comment/Usage of French gender-neutral language,98042,98042,meta.wikimedia
1952,Requests for comment/Global ban for Meister und Margarita,98056,98056,meta.wikimedia
1953,Requests for comment/Long abuse on pt.wiki,98235,98235,meta.wikimedia
1954,Requests for comment/Include interface administrators for AAR,98270,98270,meta.wikimedia
1955,Requests for comment/The regulation on Vietnamese Wikipedia opposed Checkuser policy of Wikimedia Foundation,98314,98314,meta.wikimedia
1956,Requests for comment/Default import sources,98346,98346,meta.wikimedia
1957,Requests for comment/Should the Foundation call itself Wikipedia,98356,98356,meta.wikimedia
1958,Requests for comment/Interlinking of accounts involved with paid editing to decrease impersonation/eo,99164,99164,meta.wikimedia
1959,Requests for comment/Global ban of PlavorSeol,99165,99165,meta.wikimedia
1960,Requests for comment/Global ban for LocoWiki,99196,99196,meta.wikimedia
1961,Requests for comment/How to improve RfC Process,99209,99209,meta.wikimedia
1962,Requests for comment/Do something about svwiki,99231,99231,meta.wikimedia
1963,Requests for comment/LogChecker,99274,99274,meta.wikimedia
1964,Requests for comment/Global ban for Eric abiog,99277,99277,meta.wikimedia
1965,Requests for comment/Endless list of sock puppets in the Hebrew Wikipedia and strange rules of a bureaucrat,99381,99381,meta.wikimedia
1966,Requests for comment/Allow all users to use 2FA,99400,99400,meta.wikimedia
1967,Requests for comment/Global ban for Sidowpknbkhihj,99402,99402,meta.wikimedia
1968,Requests for comment/Global ban of James Salsman,99419,99419,meta.wikimedia
1969,Requests for comment/Slowking4,99507,99507,meta.wikimedia
1970,Requests for comment/Revoke A's global renamer permission,99675,99675,meta.wikimedia
1971,Requests for comment/Global ban for Kubura,99713,99713,meta.wikimedia
1972,Requests for comment/Safe operation in Vietnamese Wikipedia may be in danger,100005,100005,meta.wikimedia
1973,Requests for comment/Set short project namespace aliases by default globally,100018,100018,meta.wikimedia
1974,Requests for comment/The Hebrew Wikipedia block policy,100098,100098,meta.wikimedia
1975,Requests for comment/mass deletes on swwiki,100107,100107,meta.wikimedia
1976,Requests for comment/Conflict in Russian Wikibooks,100109,100109,meta.wikimedia
